"ID","EnterpriseEntryID","DefinitionSetID","Entry","EntryCode","EntryName","EntryMnemonic","IsInactiveFLAG","IsEnforcedFLAG","IsCurrentFLAG","EffectiveDT","SexDE"
"5893","333230","0","2349","79.59","OP RED SEP EPIPH NEC","7959","0","1","1","1999-1-21T12:47:36","0"
"5892","333229","0","2348","79.56","OP RED SEP EPIPH TIB/FIB","7956","0","1","1","1999-1-21T12:47:36","0"
"4782","332119","0","1238","45.26","OPEN BIOPSY LARGE BOWEL","4526","0","1","1","1999-1-21T12:44:50","0"
"5190","332527","0","1646","57.34","OPEN BIOPSY OF BLADDER","5734","0","1","1","1999-1-21T12:45:51","0"
"3551","330888","0","7","01.14","OPEN BIOPSY OF BRAIN","0114","0","1","1","1999-1-21T12:39:52","0"
"6232","333569","0","2688","85.12","OPEN BIOPSY OF BREAST","8512","0","1","1","1999-1-21T12:48:27","0"
"4320","331657","0","776","33.25","OPEN BIOPSY OF BRONCHUS","3325","0","1","1","1999-1-21T12:41:50","0"
"5115","332452","0","1571","55.24","OPEN BIOPSY OF KIDNEY","5524","0","1","1","1999-1-21T12:45:41","0"
"4943","332280","0","1399","50.12","OPEN BIOPSY OF LIVER","5012","0","1","1","1999-1-21T12:45:15","0"
"4323","331660","0","779","33.28","OPEN BIOPSY OF LUNG","3328","0","1","1","1999-1-21T12:41:51","0"
"5265","332602","0","1721","60.12","OPEN BIOPSY OF PROSTATE","6012","0","1","1","1999-1-21T12:46:02","0"
"4875","332212","0","1331","48.25","OPEN BIOPSY OF RECTUM","4825","0","1","1","1999-1-21T12:45:04","0"
"4657","331994","0","1113","41.33","OPEN BIOPSY OF SPLEEN","4133","0","1","1","1999-1-21T12:44:32","0"
"4740","332077","0","1196","44.15","OPEN BIOPSY OF STOMACH","4415","0","1","1","1999-1-21T12:44:44","0"
"5304","332641","0","1760","62.12","OPEN BIOPSY OF TESTIS","6212","0","1","1","1999-1-21T12:46:08","0"
"4174","331511","0","630","25.02","OPEN BIOPSY OF TONGUE","2502","0","1","1","1999-1-21T12:41:29","0"
"5150","332487","0","1606","56.34","OPEN BIOPSY OF URETER","5634","0","1","1","1999-1-21T12:45:46","0"
"5453","332790","0","1909","68.13","OPEN BIOPSY OF UTERUS","6813","0","1","1","1999-1-21T12:46:31","0"
"4774","332111","0","1230","45.15","OPEN BIOPSY SMALL BOWEL","4515","0","1","1","1999-1-21T12:44:49","0"
"3704","331041","0","160","07.12","OPEN BX ADRENAL GLAND","0712","0","1","1","1999-1-21T12:40:18","0"
"3549","330886","0","5","01.12","OPEN BX CEREB MENINGES","0112","0","1","1","1999-1-21T12:39:52","0"
"3679","331016","0","135","06.12","OPEN BX THYROID GLAND","0612","0","1","1","1999-1-21T12:40:12","0"
"4681","332018","0","1137","42.25","OPEN ESOPHAGEAL BIOPSY","4225","0","1","1","1999-1-21T12:44:35","0"
"5871","333208","0","2327","79.29","OPEN FX REDUCTION NEC","7929","0","1","1","1999-1-21T12:47:33","0"
"5862","333199","0","2318","79.20","OPEN FX REDUCTION NOS","7920","0","1","1","1999-1-21T12:47:32","0"
"5903","333240","0","2359","79.69","OPEN FX SITE DEBRIDE NEC","7969","0","1","1","1999-1-21T12:47:38","0"
"5894","333231","0","2350","79.60","OPEN FX SITE DEBRIDE NOS","7960","0","1","1","1999-1-21T12:47:36","0"
"4280","331617","0","736","31.45","OPEN LARYNX OR TRACH BX","3145","0","1","1","1999-1-21T12:41:44","0"
"4356","331693","0","812","34.26","OPEN MEDIASTINAL BIOPSY","3426","0","1","1","1999-1-21T12:41:56","0"
"4123","331460","0","579","22.12","OPEN NASAL SINUS BIOPSY","2212","0","1","1","1999-1-21T12:41:21","0"
"5016","332353","0","1472","52.12","OPEN PANCREATIC BIOPSY","5212","0","1","1","1999-1-21T12:45:26","0"
"5637","332974","0","2093","76.77","OPEN RED ALVEOLAR FX","7677","0","1","1","1999-1-21T12:46:58","0"
"5921","333258","0","2377","79.87","OPEN RED DISLOC ANKLE","7987","0","1","1","1999-1-21T12:47:40","0"
"5922","333259","0","2378","79.88","OPEN RED DISLOC FOOT/TOE","7988","0","1","1","1999-1-21T12:47:40","0"
"5918","333255","0","2374","79.84","OPEN RED DISLOC HAND","7984","0","1","1","1999-1-21T12:47:40","0"
"5919","333256","0","2375","79.85","OPEN RED DISLOC HIP","7985","0","1","1","1999-1-21T12:47:40","0"
"5920","333257","0","2376","79.86","OPEN RED DISLOC KNEE","7986","0","1","1","1999-1-21T12:47:40","0"
"5915","333252","0","2371","79.81","OPEN RED DISLOC SHOULDER","7981","0","1","1","1999-1-21T12:47:39","0"
"5923","333260","0","2379","79.89","OPEN RED DISLOC SITE NEC","7989","0","1","1","1999-1-21T12:47:40","0"
"5914","333251","0","2370","79.80","OPEN RED DISLOC SITE NOS","7980","0","1","1","1999-1-21T12:47:39","0"
"5917","333254","0","2373","79.83","OPEN RED DISLOC WRIST","7983","0","1","1","1999-1-21T12:47:40","0"
"5639","332976","0","2095","76.79","OPEN RED FACIAL FX NEC","7679","0","1","1","1999-1-21T12:46:58","0"
"5863","333200","0","2319","79.21","OPEN RED HUMERUS FX","7921","0","1","1","1999-1-21T12:47:32","0"
"5632","332969","0","2088","76.72","OPEN RED MALAR/ZMC FX","7672","0","1","1","1999-1-21T12:46:57","0"
"5636","332973","0","2092","76.76","OPEN RED MANDIBULAR FX","7676","0","1","1","1999-1-21T12:46:57","0"
"5634","332971","0","2090","76.74","OPEN RED MAXILLARY FX","7674","0","1","1","1999-1-21T12:46:57","0"
"5865","333202","0","2321","79.23","OPEN RED MC/CARPAL FX","7923","0","1","1","1999-1-21T12:47:32","0"
"5869","333206","0","2325","79.27","OPEN RED MT/TARSAL FX","7927","0","1","1","1999-1-21T12:47:33","0"
"5864","333201","0","2320","79.22","OPEN RED RADIUS/ULNA FX","7922","0","1","1","1999-1-21T12:47:32","0"
"5891","333228","0","2347","79.55","OPEN RED SEP EPIPH FEMUR","7955","0","1","1","1999-1-21T12:47:36","0"
"5888","333225","0","2344","79.50","OPEN RED SEP EPIPH NOS","7950","0","1","1","1999-1-21T12:47:35","0"
"5868","333205","0","2324","79.26","OPEN RED TIBIA/FIB FX","7926","0","1","1","1999-1-21T12:47:33","0"
"5867","333204","0","2323","79.25","OPEN REDUCTION FEMUR FX","7925","0","1","1","1999-1-21T12:47:32","0"
"5866","333203","0","2322","79.24","OPEN REDUCTION FINGER FX","7924","0","1","1","1999-1-21T12:47:32","0"
"4107","331444","0","563","21.72","OPEN REDUCTION NASAL FX","2172","0","1","1","1999-1-21T12:41:19","0"
"5870","333207","0","2326","79.28","OPEN REDUCTION TOE FX","7928","0","1","1","1999-1-21T12:47:33","0"
"5267","332604","0","1723","60.14","OPEN SEMINAL VESICLE BX","6014","0","1","1","1999-1-21T12:46:03","0"
"5454","332791","0","1910","68.14","OPEN UTERINE LIGAMENT BX","6814","0","1","1","1999-1-21T12:46:31","0"
"4385","331722","0","841","35.10","OPEN VALVULOPLASTY NOS","3510","0","1","1","1999-1-21T12:42:00","0"
"3570","330907","0","26","02.01","OPENING CRANIAL SUTURE","0201","0","1","1","1999-1-21T12:39:55","0"
"4025","331362","0","481","16.99","OPERATION ON EYEBALL NEC","1699","0","1","1","1999-1-21T12:41:06","0"
"5536","332873","0","1992","71.4","OPERATIONS ON CLITORIS","714","0","1","1","1999-1-21T12:46:43","0"
"4024","331361","0","480","16.98","OPERATIONS ON ORBIT NEC","1698","0","1","1","1999-1-21T12:41:05","0"
"6856","334193","0","3312","95.36","OPHTH COUNSEL & INSTRUCT","9536","0","1","1","1999-1-21T12:50:01","0"
"3997","331334","0","453","16.21","OPHTHALMOSCOPY","1621","0","1","1","1999-1-21T12:41:01","0"
"4386","331723","0","842","35.11","OPN AORTIC VALVULOPLASTY","3511","0","1","1","1999-1-21T12:42:00","0"
"3635","330972","0","91","04.12","OPN BX PERIPH NERV/GANG","0412","0","1","1","1999-1-21T12:40:06","0"
"4494","331831","0","950","37.91","OPN CHEST CARD MASSAGE","3791","0","1","1","1999-1-21T12:44:07","0"
"4434","331771","0","890","36.03","OPN CORONARY ANGIOPLASTY","3603","0","1","1","1999-1-21T12:42:07","0"
"5872","333209","0","2328","79.30","OPN FX RED W INT FIX NOS","7930","0","1","1","1999-1-21T12:47:33","0"
"4387","331724","0","843","35.12","OPN MITRAL VALVULOPLASTY","3512","0","1","1","1999-1-21T12:42:00","0"
"5622","332959","0","2078","76.62","OPN OSTY MAND RAMUS","7662","0","1","1","1999-1-21T12:46:55","0"
"4388","331725","0","844","35.13","OPN PULMON VALVULOPLASTY","3513","0","1","1","1999-1-21T12:42:00","0"
"5916","333253","0","2372","79.82","OPN RED DISLOC RAD/ULNA","7982","0","1","1","1999-1-21T12:47:39","0"
"5643","332980","0","2099","76.94","OPN REDUCTION TMJ DISLOC","7694","0","1","1","1999-1-21T12:46:59","0"
"4189","331526","0","645","26.12","OPN SALIVARY GLAND BX","2612","0","1","1","1999-1-21T12:41:31","0"
"7088","408260","0","3544","36.31","OPN TRANSMYOCARD REVASC","3631","0","1","1","1999-1-21T12:42:09","0"
"4389","331726","0","845","35.14","OPN TRICUSP VALVULOPLAST","3514","0","1","1","1999-1-21T12:42:00","0"
"5576","332913","0","2032","73.99","OPS ASSISTING DEL NEC","7399","0","1","1","1999-1-21T12:46:49","0"
"3986","331323","0","442","15.29","OPS ON 1 EXOC MUSC NEC","1529","0","1","1","1999-1-21T12:40:59","0"
"3597","330934","0","53","02.99","OPS ON SKULL/BRAIN NEC","0299","0","1","1","1999-1-21T12:40:00","0"
"3587","330924","0","43","02.39","OPS TO ESTAB VENT DRAIN","0239","0","1","1","1999-1-21T12:39:58","0"
"4207","331544","0","663","27.29","ORAL CAVITY DXTIC PX NEC","2729","0","1","1","1999-1-21T12:41:34","0"
"4232","331569","0","688","27.99","ORAL CAVITY OPS NEC","2799","0","1","1","1999-1-21T12:41:37","0"
"4007","331344","0","463","16.52","ORBIT EXENT W BONE RMVL","1652","0","1","1","1999-1-21T12:41:03","0"
"4008","331345","0","464","16.59","ORBITAL EXENTERATION NEC","1659","0","1","1","1999-1-21T12:41:03","0"
"3995","331332","0","451","16.09","ORBITOTOMY NEC","1609","0","1","1","1999-1-21T12:41:01","0"
"3993","331330","0","449","16.01","ORBITOTOMY W BONE FLAP","1601","0","1","1","1999-1-21T12:41:01","0"
"3994","331331","0","450","16.02","ORBITOTOMY W IMPLANT","1602","0","1","1","1999-1-21T12:41:01","0"
"5310","332647","0","1766","62.5","ORCHIOPEXY","625","0","1","1","1999-1-21T12:46:09","0"
"5881","333218","0","2337","79.39","ORIF BONE NEC X FACIAL","7939","0","1","1","1999-1-21T12:47:34","0"
"5875","333212","0","2331","79.33","ORIF CARPALS/METACARPALS","7933","0","1","1","1999-1-21T12:47:34","0"
"5877","333214","0","2333","79.35","ORIF FEMUR","7935","0","1","1","1999-1-21T12:47:34","0"
"5876","333213","0","2332","79.34","ORIF FINGER","7934","0","1","1","1999-1-21T12:47:34","0"
"5873","333210","0","2329","79.31","ORIF HUMERUS","7931","0","1","1","1999-1-21T12:47:33","0"
"5879","333216","0","2335","79.37","ORIF METATARSAL/TARSAL","7937","0","1","1","1999-1-21T12:47:34","0"
"5874","333211","0","2330","79.32","ORIF RADIUS/ULNA","7932","0","1","1","1999-1-21T12:47:33","0"
"5878","333215","0","2334","79.36","ORIF TIBIA & FIBULA","7936","0","1","1","1999-1-21T12:47:34","0"
"5880","333217","0","2336","79.38","ORIF TOE","7938","0","1","1","1999-1-21T12:47:34","0"
"6855","334192","0","3311","95.35","ORTHOPTIC TRAINING","9535","0","1","1","1999-1-21T12:50:01","0"
"6722","334059","0","3178","93.23","ORTHOTIC DEVICE FITTING","9323","0","1","1","1999-1-21T12:49:41","0"
"6703","334040","0","3159","93.02","ORTHOTIC EVALUATION","9302","0","1","1","1999-1-21T12:49:38","0"
"6693","334030","0","3149","92.22","ORTHOVOLTAGE RADIATION","9222","0","1","1","1999-1-21T12:49:36","0"
"4048","331385","0","504","19.3","OSSICULAR CHAIN OPS NEC","193","0","1","1","1999-1-21T12:41:09","0"
"5813","333150","0","2269","78.71","OSTEOCLASIS CHEST CAGE","7871","0","1","1","1999-1-21T12:47:25","0"
"5817","333154","0","2273","78.75","OSTEOCLASIS FEMUR","7875","0","1","1","1999-1-21T12:47:25","0"
"5814","333151","0","2270","78.72","OSTEOCLASIS HUMERUS","7872","0","1","1","1999-1-21T12:47:25","0"
"5816","333153","0","2272","78.74","OSTEOCLASIS MC/CARPALS","7874","0","1","1","1999-1-21T12:47:25","0"
"5820","333157","0","2276","78.78","OSTEOCLASIS MT/TARSAL","7878","0","1","1","1999-1-21T12:47:26","0"
"5821","333158","0","2277","78.79","OSTEOCLASIS NEC","7879","0","1","1","1999-1-21T12:47:26","0"
"5818","333155","0","2274","78.76","OSTEOCLASIS PATELLA","7876","0","1","1","1999-1-21T12:47:25","0"
"5815","333152","0","2271","78.73","OSTEOCLASIS RADIUS/ULNA","7873","0","1","1","1999-1-21T12:47:25","0"
"5812","333149","0","2268","78.70","OSTEOCLASIS SITE NOS","7870","0","1","1","1999-1-21T12:47:24","0"
"5819","333156","0","2275","78.77","OSTEOCLASIS TIBIA/FIBULA","7877","0","1","1","1999-1-21T12:47:25","0"
"5623","332960","0","2079","76.63","OSTY MANDIBLULAR BODY","7663","0","1","1","1999-1-21T12:46:56","0"
"6712","334049","0","3168","93.12","OTH ACTIVE MS EXERCISE","9312","0","1","1","1999-1-21T12:49:39","0"
"5951","333288","0","2407","80.17","OTH ARTHROTOMY ANKLE","8017","0","1","1","1999-1-21T12:47:45","0"
"5946","333283","0","2402","80.12","OTH ARTHROTOMY ELBOW","8012","0","1","1","1999-1-21T12:47:44","0"
"5952","333289","0","2408","80.18","OTH ARTHROTOMY FOOT/TOE","8018","0","1","1","1999-1-21T12:47:45","0"
"5948","333285","0","2404","80.14","OTH ARTHROTOMY HAND","8014","0","1","1","1999-1-21T12:47:44","0"
"5949","333286","0","2405","80.15","OTH ARTHROTOMY HIP","8015","0","1","1","1999-1-21T12:47:44","0"
"5950","333287","0","2406","80.16","OTH ARTHROTOMY KNEE","8016","0","1","1","1999-1-21T12:47:45","0"
"5945","333282","0","2401","80.11","OTH ARTHROTOMY SHOULDER","8011","0","1","1","1999-1-21T12:47:44","0"
"5947","333284","0","2403","80.13","OTH ARTHROTOMY WRIST","8013","0","1","1","1999-1-21T12:47:44","0"
"5195","332532","0","1651","57.59","OTH BLADDER LESION DESTR","5759","0","1","1","1999-1-21T12:45:52","0"
"5658","332995","0","2114","77.10","OTH BONE INC W/O DIV NOS","7710","0","1","1","1999-1-21T12:47:01","0"
"5700","333037","0","2156","77.53","OTH BUNIONECTOMY/STC","7753","0","1","1","1999-1-21T12:47:07","0"
"5727","333064","0","2183","77.81","OTH CHEST CAGE OSTECTOMY","7781","0","1","1","1999-1-21T12:47:11","0"
"3826","331163","0","282","10.33","OTH CONJUNCT DESTR PX","1033","0","1","1","1999-1-21T12:40:36","0"
"5823","333160","0","2279","78.81","OTH DXTIC PX CHEST CAGE","7881","0","1","1","1999-1-21T12:47:26","0"
"5826","333163","0","2282","78.84","OTH DXTIC PX MC/CARPALS","7884","0","1","1","1999-1-21T12:47:26","0"
"5830","333167","0","2286","78.88","OTH DXTIC PX MT/TARSAL","7888","0","1","1","1999-1-21T12:47:27","0"
"5829","333166","0","2285","78.87","OTH DXTIC PX TIB/FIBULA","7887","0","1","1","1999-1-21T12:47:27","0"
"3992","331329","0","448","15.9","OTH EXOC MUSC-TEND OPS","159","0","1","1","1999-1-21T12:41:01","0"
"5663","333000","0","2119","77.15","OTH FEMORAL INC W/O DIV","7715","0","1","1","1999-1-21T12:47:01","0"
"4553","331890","0","1009","38.62","OTH HEAD/NECK VESSEL EXC","3862","0","1","1","1999-1-21T12:44:16","0"
"4526","331863","0","982","38.32","OTH HN VESS RESECT/ANAST","3832","0","1","1","1999-1-21T12:44:12","0"
"5660","332997","0","2116","77.12","OTH HUMERUS INC W/O DIV","7712","0","1","1","1999-1-21T12:47:01","0"
"4864","332201","0","1320","47.19","OTH INCIDENTAL APPY","4719","0","1","1","1999-1-21T12:45:02","0"
"4300","331637","0","756","31.98","OTH LARYNGEAL OPERATION","3198","0","1","1","1999-1-21T12:41:47","0"
"4917","332254","0","1373","49.39","OTH LOC DESTR ANAL LES","4939","0","1","1","1999-1-21T12:45:10","0"
"6294","333631","0","2750","86.3","OTH LOC EXC/DESTR SKIN","863","0","1","1","1999-1-21T12:48:36","0"
"4560","331897","0","1016","38.69","OTH LOWER LIMB VEIN EXC","3869","0","1","1","1999-1-21T12:44:17","0"
"5662","332999","0","2118","77.14","OTH MC/CARPAL INC NO DIV","7714","0","1","1","1999-1-21T12:47:01","0"
"6669","334006","0","3125","91.89","OTH MICRO EXAM-OTH SITE","9189","0","1","1","1999-1-21T12:49:32","0"
"6676","334013","0","3132","91.99","OTH MICRO EXAM-SITE NOS","9199","0","1","1","1999-1-21T12:49:33","0"
"5666","333003","0","2122","77.18","OTH MT/TARSAL INC NO DIV","7718","0","1","1","1999-1-21T12:47:02","0"
"4502","331839","0","958","37.99","OTH OPS HRT/PERICARDIUM","3799","0","1","1","1999-1-21T12:44:08","0"
"3988","331325","0","444","15.4","OTH OPS ON >1 EXOC MUSC","154","0","1","1","1999-1-21T12:41:00","0"
"3735","331072","0","191","07.79","OTH OPS ON HYPHOPHYSIS","0779","0","1","1","1999-1-21T12:40:22","0"
"6717","334054","0","3173","93.17","OTH PASSIVE MS EXERCISE","9317","0","1","1","1999-1-21T12:49:40","0"
"5664","333001","0","2120","77.16","OTH PATELLAR INC W/O DIV","7716","0","1","1","1999-1-21T12:47:02","0"
"6759","334096","0","3215","93.67","OTH SPECIFIED OMT","9367","0","1","1","1999-1-21T12:49:46","0"
"4562","331899","0","1018","38.80","OTH SURG VESSEL OCCL NOS","3880","0","1","1","1999-1-21T12:44:17","0"
"4556","331893","0","1012","38.65","OTH THORACIC VESSEL EXC","3865","0","1","1","1999-1-21T12:44:16","0"
"5789","333126","0","2245","78.47","OTH TIBIA/FIBULA REPAIR","7847","0","1","1","1999-1-21T12:47:21","0"
"6880","334217","0","3336","96.18","OTH VAG PESSARY INSERT","9618","0","1","1","1999-1-21T12:50:04","0"
"4557","331894","0","1013","38.66","OTHER ABD ARTERY EXC","3866","0","1","1","1999-1-21T12:44:17","0"
"4558","331895","0","1014","38.67","OTHER ABDOMINAL VEIN EXC","3867","0","1","1","1999-1-21T12:44:17","0"
"7080","334417","0","3536","99.92","OTHER ACUPUNCTURE","9992","0","1","1","1999-1-21T12:50:35","0"
"4862","332199","0","1318","47.09","OTHER APPENDECTOMY","4709","0","1","1","1999-1-21T12:45:02","0"
"5953","333290","0","2409","80.19","OTHER ARTHROTOMY NEC","8019","0","1","1","1999-1-21T12:47:45","0"
"5944","333281","0","2400","80.10","OTHER ARTHROTOMY NOS","8010","0","1","1","1999-1-21T12:47:44","0"
"5678","333015","0","2134","77.30","OTHER BONE DIVISION NOS","7730","0","1","1","1999-1-21T12:47:04","0"
"5831","333168","0","2287","78.89","OTHER BONE DXTIC PX NEC","7889","0","1","1","1999-1-21T12:47:27","0"
"5822","333159","0","2278","78.80","OTHER BONE DXTIC PX NOS","7880","0","1","1","1999-1-21T12:47:26","0"
"5791","333128","0","2247","78.49","OTHER BONE REPAIR NEC","7849","0","1","1","1999-1-21T12:47:21","0"
"5782","333119","0","2238","78.40","OTHER BONE REPAIR NOS","7840","0","1","1","1999-1-21T12:47:20","0"
"3562","330899","0","18","01.39","OTHER BRAIN INCISION","0139","0","1","1","1999-1-21T12:39:54","0"
"4304","331641","0","760","32.1","OTHER BRONCHIAL EXCISION","321","0","1","1","1999-1-21T12:41:48","0"
"4318","331655","0","774","33.23","OTHER BRONCHOSCOPY","3323","0","1","1","1999-1-21T12:41:50","0"
"6419","333756","0","2875","88.38","OTHER C.A.T. SCAN","8838","0","1","1","1999-1-21T12:48:55","0"
"6746","334083","0","3202","93.53","OTHER CAST APPLICATION","9353","0","1","1","1999-1-21T12:49:44","0"
"5583","332920","0","2039","74.99","OTHER CD TYPE NOS","7499","0","1","1","1999-1-21T12:46:50","0"
"5659","332996","0","2115","77.11","OTHER CHEST CAGE INC","7711","0","1","1","1999-1-21T12:47:01","0"
"5783","333120","0","2239","78.41","OTHER CHEST CAGE REPAIR","7841","0","1","1","1999-1-21T12:47:20","0"
"4369","331706","0","825","34.79","OTHER CHEST WALL REPAIR","3479","0","1","1","1999-1-21T12:41:57","0"
"3603","330940","0","59","03.29","OTHER CHORDOTOMY","0329","0","1","1","1999-1-21T12:40:01","0"
"6815","334152","0","3271","94.49","OTHER COUNSELLING","9449","0","1","1","1999-1-21T12:49:55","0"
"3559","330896","0","15","01.25","OTHER CRANIECTOMY","0125","0","1","1","1999-1-21T12:39:54","0"
"3558","330895","0","14","01.24","OTHER CRANIOTOMY","0124","0","1","1","1999-1-21T12:39:54","0"
"4373","331710","0","829","34.84","OTHER DIAPHRAGM REPAIR","3484","0","1","1","1999-1-21T12:41:58","0"
"6710","334047","0","3166","93.09","OTHER DXTIC PT PROCEDURE","9309","0","1","1","1999-1-21T12:49:39","0"
"5827","333164","0","2283","78.85","OTHER DXTIC PX FEMUR","7885","0","1","1","1999-1-21T12:47:27","0"
"5824","333161","0","2280","78.82","OTHER DXTIC PX HUMERUS","7882","0","1","1","1999-1-21T12:47:26","0"
"5828","333165","0","2284","78.86","OTHER DXTIC PX PATELLA","7886","0","1","1","1999-1-21T12:47:27","0"
"4313","331650","0","769","32.9","OTHER EXCISION OF LUNG","329","0","1","1","1999-1-21T12:41:49","0"
"4042","331379","0","498","18.9","OTHER EXT EAR OPERATIONS","189","0","1","1","1999-1-21T12:41:08","0"
"3746","331083","0","202","08.09","OTHER EYELID INCISION","0809","0","1","1","1999-1-21T12:40:24","0"
"6152","333489","0","2608","83.44","OTHER FASCIECTOMY","8344","0","1","1","1999-1-21T12:48:16","0"
"5544","332881","0","2000","71.9","OTHER FEMALE GENITAL OPS","719","0","1","1","1999-1-21T12:46:44","0"
"6035","333372","0","2491","81.17","OTHER FUSION OF FOOT","8117","0","1","1","1999-1-21T12:47:57","0"
"4185","331522","0","641","25.94","OTHER GLOSSOTOMY","2594","0","1","1","1999-1-21T12:41:30","0"
"6812","334149","0","3268","94.44","OTHER GROUP THERAPY","9444","0","1","1","1999-1-21T12:49:54","0"
"6907","334244","0","3363","96.49","OTHER GU INSTILLATION","9649","0","1","1","1999-1-21T12:50:08","0"
"6498","333835","0","2954","89.29","OTHER GU SYSTEM EXAMS","8929","0","1","1","1999-1-21T12:49:06","0"
"4430","331767","0","886","35.98","OTHER HEART SEPTA OPS","3598","0","1","1","1999-1-21T12:42:06","0"
"4431","331768","0","887","35.99","OTHER HEART VALVE OPS","3599","0","1","1","1999-1-21T12:42:07","0"
"6733","334070","0","3189","93.35","OTHER HEAT THERAPY","9335","0","1","1","1999-1-21T12:49:42","0"
"5073","332410","0","1529","53.9","OTHER HERNIA REPAIR","539","0","1","1","1999-1-21T12:45:34","0"
"5784","333121","0","2240","78.42","OTHER HUMERUS REPAIR","7842","0","1","1","1999-1-21T12:47:20","0"
"6731","334068","0","3187","93.33","OTHER HYDROTHERAPY","9333","0","1","1","1999-1-21T12:49:42","0"
"4552","331889","0","1008","38.61","OTHER IC VESSELS EXC","3861","0","1","1","1999-1-21T12:44:16","0"
"6682","334019","0","3138","92.09","OTHER ISOTOPE FUNCTION","9209","0","1","1","1999-1-21T12:49:34","0"
"6081","333418","0","2537","81.98","OTHER JOINT DXTIC PX","8198","0","1","1","1999-1-21T12:48:04","0"
"6716","334053","0","3172","93.16","OTHER JOINT MOBILIZATION","9316","0","1","1","1999-1-21T12:49:40","0"
"3801","331138","0","257","09.3","OTHER LACRIMAL GLAND OPS","093","0","1","1","1999-1-21T12:40:32","0"
"4288","331625","0","744","31.69","OTHER LARYNGEAL REPAIR","3169","0","1","1","1999-1-21T12:41:46","0"
"4281","331618","0","737","31.48","OTHER LARYNX DXTIC PX","3148","0","1","1","1999-1-21T12:41:45","0"
"3854","331191","0","310","11.62","OTHER LK","1162","0","1","1","1999-1-21T12:40:40","0"
"5786","333123","0","2242","78.44","OTHER MC/CARPAL REPAIR","7844","0","1","1","1999-1-21T12:47:21","0"
"5790","333127","0","2246","78.48","OTHER MT/TARSAL REPAIR","7848","0","1","1","1999-1-21T12:47:21","0"
"6168","333505","0","2624","83.79","OTHER MUSCLE TRANSPOS","8379","0","1","1","1999-1-21T12:48:18","0"
"6160","333497","0","2616","83.65","OTHER MUSCLE/FASC SUTURE","8365","0","1","1","1999-1-21T12:48:17","0"
"6153","333490","0","2609","83.45","OTHER MYECTOMY","8345","0","1","1","1999-1-21T12:48:16","0"
"6099","333436","0","2555","82.36","OTHER MYECTOMY OF HAND","8236","0","1","1","1999-1-21T12:48:07","0"
"4141","331478","0","597","22.9","OTHER NASAL SINUS OPS","229","0","1","1","1999-1-21T12:41:24","0"
"3674","331011","0","130","05.9","OTHER NERVOUS SYSTEM OPS","059","0","1","1","1999-1-21T12:40:11","0"
"3652","330989","0","108","04.79","OTHER NEUROPLASTY","0479","0","1","1","1999-1-21T12:40:08","0"
"5366","332703","0","1822","65.09","OTHER OOPHOROTOMY","6509","0","1","1","1999-1-21T12:46:18","0"
"3942","331279","0","398","13.9","OTHER OPERATIONS ON LENS","139","0","1","1","1999-1-21T12:40:53","0"
"4170","331507","0","626","24.8","OTHER ORTHODONTIC OP","248","0","1","1","1999-1-21T12:41:28","0"
"3699","331036","0","155","06.99","OTHER PARATHYROID OPS","0699","0","1","1","1999-1-21T12:40:17","0"
"3692","331029","0","148","06.89","OTHER PARATHYROIDECTOMY","0689","0","1","1","1999-1-21T12:40:15","0"
"4268","331605","0","724","30.29","OTHER PART LARYNGECTOMY","3029","0","1","1","1999-1-21T12:41:43","0"
"5726","333063","0","2182","77.80","OTHER PART OSTECTOMY NOS","7780","0","1","1","1999-1-21T12:47:11","0"
"5788","333125","0","2244","78.46","OTHER PATELLAR REPAIR","7846","0","1","1","1999-1-21T12:47:21","0"
"4621","331958","0","1077","39.97","OTHER PERFUSION","3997","0","1","1","1999-1-21T12:44:26","0"
"4274","331611","0","730","31.29","OTHER PERM TRACHEOSTOMY","3129","0","1","1","1999-1-21T12:41:43","0"
"7074","334411","0","3530","99.83","OTHER PHOTOTHERAPY","9983","0","1","1","1999-1-21T12:50:34","0"
"6177","333514","0","2633","83.89","OTHER PLASTIC OPS FASCIA","8389","0","1","1","1999-1-21T12:48:19","0"
"6175","333512","0","2631","83.87","OTHER PLASTIC OPS MUSCLE","8387","0","1","1","1999-1-21T12:48:19","0"
"6176","333513","0","2632","83.88","OTHER PLASTIC OPS TENDON","8388","0","1","1","1999-1-21T12:48:19","0"
"4225","331562","0","681","27.69","OTHER PLASTIC REP PALATE","2769","0","1","1","1999-1-21T12:41:36","0"
"4363","331700","0","819","34.59","OTHER PLEURAL EXCISION","3459","0","1","1","1999-1-21T12:41:57","0"
"4349","331686","0","805","34.09","OTHER PLEURAL INCISION","3409","0","1","1","1999-1-21T12:41:54","0"
"3977","331314","0","433","14.9","OTHER POST SEGMENT OPS","149","0","1","1","1999-1-21T12:40:58","0"
"4744","332081","0","1200","44.29","OTHER PYLOROPLASTY","4429","0","1","1","1999-1-21T12:44:44","0"
"5785","333122","0","2241","78.43","OTHER RADIUS/ULNA REPAIR","7843","0","1","1","1999-1-21T12:47:20","0"
"5787","333124","0","2243","78.45","OTHER REPAIR FEMUR","7845","0","1","1","1999-1-21T12:47:21","0"
"6053","333390","0","2509","81.49","OTHER REPAIR OF ANKLE","8149","0","1","1","1999-1-21T12:48:00","0"
